('Total Revenue', '261,802,000', '245,122,000', '211,915,000', '198,270,000', '168,088,000')
         765336 function calls (741322 primitive calls) in 8.082 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 connection_pool.py:270(_assign_requests_to_connections)
        1    0.000    0.000    0.003    0.003 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:1(<module>)
        6    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1287(create_module)
        1    0.000    0.000    0.061    0.061 feedparser.py:1(<module>)
       18    0.000    0.000    0.000    0.000 inspect.py:1813(_shadowed_dict)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        8    0.000    0.000    0.003    0.000 inspect.py:3050(from_callable)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    1.392    1.392 http11.py:170(_receive_response_headers)
        5    0.000    0.000    0.000    0.000 element.py:84(__getattr__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        6    0.000    0.000    0.000    0.000 element.py:524(get_text)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 idna.py:155(encode)
       24    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        7    0.000    0.000    0.000    0.000 inspect.py:2461(_descriptor_get)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        1    0.000    0.000    0.022    0.022 _urls.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.009    0.009 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        1    0.000    0.000    0.024    0.024 _htmlparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        3    0.000    0.000    0.000    0.000 typing.py:1609(__hash__)
        1    0.000    0.000    0.055    0.055 _policybase.py:1(<module>)
        8    0.000    0.000    0.000    0.000 element.py:657(_last_descendant)
        1    0.000    0.000    0.000    0.000 _models.py:383(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        8    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x77d47ed1e0c0}
        4    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x77d47f4d5b20}
        1    0.000    0.000    0.000    0.000 typing.py:2112(runtime_checkable)
        5    0.000    0.000    0.001    0.000 typing.py:514(__getitem__)
        1    0.000    0.000    0.001    0.001 _client.py:340(build_request)
        3    0.000    0.000    0.001    0.000 _connection.py:491(send)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 _sockets.py:42(SocketAttribute)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
       10    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        3    0.000    0.000    0.001    0.000 _urls.py:77(__init__)
        8    0.000    0.000    0.003    0.000 inspect.py:3308(signature)
        3    0.000    0.000    0.000    0.000 pathlib.py:357(__init__)
        1    0.000    0.000    0.039    0.039 ssl.py:683(create_default_context)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        3    0.000    0.000    0.000    0.000 sync.py:130(write)
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        7    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1914(IPv6Address)
        7    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:1022(__iter__)
       11    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:722(runtime_checkable)
        8    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        6    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
        1    0.000    0.000    0.001    0.001 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.002    0.002 mimetypes.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 pathlib.py:1159(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 _models.py:515(Response)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.001    0.000 http11.py:163(_send_event)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       18    0.000    0.000    0.000    0.000 _deprecation.py:51(_deprecated_function_alias)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _client.py:156(close)
        1    0.000    0.000    0.001    0.001 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        1    0.000    0.000    0.000    0.000 utils.py:393(decode_params)
       13    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        3    0.000    0.000    0.000    0.000 _models.py:281(origin)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        1    0.000    0.000    0.002    0.002 _models.py:1249(__init__)
        1    0.000    0.000    5.934    5.934 _api.py:39(request)
        1    0.000    0.000    0.000    0.000 _client.py:424(_merge_headers)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 mimetypes.py:402(_default_mime_types)
        1    0.000    0.000    0.004    0.004 __meta__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
        6    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.229    0.229 default.py:136(__init__)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
       18    0.000    0.000    0.000    0.000 financial_enhanced.py:27(<lambda>)
        4    0.000    0.000    0.000    0.000 _models.py:346(__contains__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
       15    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.230    0.230 _client.py:639(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:699(get_param)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        1    0.000    0.000    0.001    0.001 lzma.py:1(<module>)
        8    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.001    0.001 calendar.py:58(Month)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        1    0.000    0.000    0.000    0.000 __init__.py:666(reset)
        2    0.000    0.000    0.001    0.000 http11.py:36(HTTPConnectionState)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        2    0.000    0.000    0.000    0.000 _events.py:337(__init__)
        1    0.000    0.000    0.937    0.937 _htmlparser.py:449(feed)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        3    0.000    0.000    0.000    0.000 connection_pool.py:341(_close_connections)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1680(extract_cookies)
        5    0.000    0.000    0.000    0.000 parse.py:841(__getattr__)
        1    0.000    0.000    0.000    0.000 _fileio.py:35(AsyncFile)
        1    0.000    0.000    0.005    0.005 string.py:69(__init_subclass__)
       17    0.000    0.000    0.000    0.000 element.py:1214(parents)
        1    0.000    0.000    0.000    0.000 from_thread.py:145(BlockingPortal)
        1    0.000    0.000    0.000    0.000 subprocess.py:749(Popen)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
        2    0.000    0.000    0.000    0.000 _writers.py:63(__call__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 _decoders.py:260(flush)
        1    0.000    0.000    0.000    0.000 __init__.py:108(lookup)
        1    0.000    0.000    0.008    0.008 core.py:21(where)
        1    0.000    0.000    0.000    0.000 charset.py:162(Charset)
        2    0.000    0.000    0.000    0.000 _connection.py:81(_body_framing)
        1    0.000    0.000    0.003    0.003 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        1    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
       15    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
       15    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2793(__call__)
        1    0.000    0.000    0.004    0.004 _models.py:1101(extract_cookies)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:234(_enforce_trailing_slash)
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
       14    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    5.702    5.702 _client.py:879(send)
        5    0.000    0.000    0.000    0.000 formatter.py:198(__init__)
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
       15    0.000    0.000    0.000    0.000 financial_enhanced.py:32(<lambda>)
        1    0.000    0.000    0.178    0.178 ssl.py:1313(do_handshake)
        1    0.000    0.000    0.000    0.000 _urls.py:15(URL)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
        1    0.000    0.000    0.002    0.002 _impl.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:10(Process)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 _models.py:468(read)
        1    0.000    0.000    0.000    0.000 client.py:817(HTTPConnection)
        2    0.000    0.000    0.000    0.000 utils.py:355(unquote)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
       14    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        1    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.047    0.047 _config.py:23(create_ssl_context)
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        1    0.000    0.000    0.000    0.000 calendar.py:94(_localized_month)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 tls.py:32(TLSAttribute)
        1    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
        1    0.000    0.000    0.003    0.003 scanner.py:1(<module>)
        2    0.000    0.000    0.063    0.031 element.py:2715(find_all)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        2    0.000    0.000    0.002    0.001 http2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.399    0.399 css.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 __init__.py:1878(LoggerAdapter)
        7    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.002    0.002 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       15    0.000    0.000    0.000    0.000 inspect.py:3058(parameters)
        1    0.000    0.000    0.000    0.000 _models.py:85(_parse_content_type_charset)
        1    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        2    0.000    0.000    0.001    0.001 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.001    0.000 _models.py:371(__init__)
        1    0.000    0.000    5.934    5.934 _api.py:174(get)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 subprocess.py:695(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        1    0.000    0.000    0.179    0.179 ssl.py:449(wrap_socket)
        1    0.000    0.000    4.279    4.279 _client.py:930(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 _auth.py:22(Auth)
        1    0.000    0.000    0.001    0.001 _utils.py:30(get_environment_proxies)
        3    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1266(ZipFile)
        7    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
       14    0.000    0.000    0.000    0.000 inspect.py:3062(return_annotation)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
        1    0.000    0.000    0.004    0.004 _markupbase.py:1(<module>)
        6    0.000    0.000    0.000    0.000 default.py:95(map_httpcore_exceptions)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:595(__init__)
        1    0.000    0.000    0.000    0.000 _synchronization.py:154(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 _config.py:159(Limits)
        1    0.000    0.000    0.000    0.000 filter.py:346(SoupStrainer)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       12    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 message.py:494(get)
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:189(Path)
        1    0.000    0.000    0.000    0.000 css_parser.py:329(get_name)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:294(handle_decl)
        1    0.000    0.000    0.000    0.000 _models.py:961(close)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        6    0.000    0.000    0.000    0.000 _headers.py:117(__getitem__)
        1    0.000    0.000    0.000    0.000 random.py:110(Random)
        8    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        1    0.000    0.000    0.000    0.000 request.py:620(HTTPErrorProcessor)
        1    0.000    0.000    0.001    0.001 __init__.py:691(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _lxml.py:1(<module>)
        1    0.000    0.000    0.062    0.062 element.py:2684(find)
        1    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        7    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _models.py:328(__delitem__)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 memory.py:72(MemoryObjectReceiveStream)
        1    0.000    0.000    0.005    0.005 _parseaddr.py:1(<module>)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        3    0.000    0.000    0.000    0.000 parse.py:688(unquote)
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 http11.py:344(close)
        1    0.000    0.000    0.001    0.001 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 sync.py:173(get_extra_info)
        1    0.000    0.000    0.000    0.000 typing.py:1738(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 memory.py:48(MemoryObjectStreamState)
        1    0.000    0.000    0.007    0.007 _adapters.py:144(_reader)
        1    0.000    0.000    0.001    0.001 parse.py:1095(_splittype)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __meta__.py:83(__new__)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:139(Headers)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        1    0.000    0.000    0.000    0.000 random.py:135(seed)
        2    0.000    0.000    0.003    0.001 <frozen codecs>:319(decode)
        1    0.000    0.000    0.000    0.000 connection.py:170(close)
        3    0.000    0.000    0.001    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        6    0.000    0.000    0.000    0.000 typing.py:1554(<genexpr>)
        1    0.000    0.000    0.937    0.937 parser.py:104(feed)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:703(__init_subclass__)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 _client.py:305(headers)
        1    0.000    0.000    0.000    0.000 message.py:913(get_content_charset)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    4.279    4.279 _client.py:964(_send_handling_redirects)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    5.704    5.704 _client.py:771(request)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 tls.py:60(TLSStream)
        1    0.000    0.000    0.000    0.000 lowlevel.py:77(_NoValueSet)
        1    0.000    0.000    0.000    0.000 _client.py:1293(__exit__)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.002    0.002 request.py:370(_parse)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:437(__str__)
        1    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        2    0.000    0.000    0.000    0.000 contextlib.py:305(asynccontextmanager)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        7    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        2    0.000    0.000    0.000    0.000 _urlparse.py:348(encode_host)
        1    0.000    0.000    0.000    0.000 _deprecation.py:1(<module>)
        1    0.000    0.000    0.002    0.002 request.py:339(full_url)
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _decoders.py:311(__init__)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.937    0.937 __init__.py:650(_feed)
        1    0.000    0.000    0.000    0.000 default.py:221(__exit__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:84(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 from_thread.py:398(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 _warnings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        3    0.000    0.000    0.000    0.000 element.py:2869(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:815(register_treebuilders_from)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:347(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 _models.py:652(encoding)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        2    0.000    0.000    0.000    0.000 pathlib.py:380(with_segments)
        1    0.000    0.000    0.000    0.000 _synchronization.py:493(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
        3    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
        1    0.000    0.000    0.007    0.007 _common.py:107(from_package)
        1    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.002    0.002 request.py:935(AbstractBasicAuthHandler)
        2    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
        1    0.000    0.000    0.000    0.000 _urls.py:425(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1274(NavigableString)
        1    0.000    0.000    0.000    0.000 _client.py:457(_build_request_auth)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.000    0.000 _client.py:125(ClientState)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
        1    0.000    0.000    0.000    0.000 _headers.py:121(raw_items)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _synchronization.py:196(LockAdapter)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 calendar.py:113(_localized_day)
        1    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        3    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        8    0.000    0.000    0.000    0.000 _exceptions.py:366(request_context)
        1    0.000    0.000    0.229    0.229 _client.py:718(_init_transport)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:288(__subclasshook__)
        1    0.000    0.000    0.000    0.000 lowlevel.py:90(RunVar)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 feedparser.py:44(BufferedSubFile)
        1    0.000    0.000    0.001    0.001 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 connection_pool.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _urls.py:420(QueryParams)
        1    0.000    0.000    0.000    0.000 _models.py:688(charset_encoding)
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 idna.py:308(getregentry)
        1    0.000    0.000    0.007    0.007 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _connection.py:341(trailing_data)
        1    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
